record_id,source,name,legal_name,dba,type,category,extraction_processing_flag,phone,email,website,street_address,city,state,zip_code,county,lat,lng,license_number,license_state,license_type,license_status,license_expiration,date_issued,usda_hemp_flag,delivery,sells_seeds,home_delivery,business_category,product_focus,is_medical,is_adult_use,ownership_type,social_equity_status,sos_entity_match,sos_formation_date,sos_registered_agent,sos_entity_type,sos_status,sos_website,epa_air_permit,epa_npdes_permit,epa_rcra_generator,epa_facility_name,epa_facility_address,fire_marshal_permit,fire_marshal_violations,tier2_filed,sec_public_company,sec_cik,sec_ticker,patent_count,instagram_url,google_place_id,sales_priority,data_quality_score,notes
US-0031572,CI_Community,Private Stock Distribution,Private Stock Distribution,Private Stock Distribution,,Manufacturer - Type 6,PENDING,(754) 581-4290,Privatestockdistribution@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Riverside,,,DCC-10003833,CA,Manufacturer - Type 6,Surrendered,07/21/2020 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031573,CI_Community,Punch Edibles & Extracts,"Punch Media, LLC","Punch Media, LLC",,Manufacturer - Type 6,PENDING,(310) 739-3479,Sam@punchedibles.Com,,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,,,DCC-10003615,CA,Manufacturer - Type 6,Active,07/03/2026 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:N|cat:EXTRACTION_PROCESSING
US-0031574,CI_Community,Pure Meds,Pure Meds LLC,Pure Meds LLC,,Manufacturer - Type 6,PENDING,(916) 709-3166,Todd@puremeds.Com,,Not Published,Data Not Available,CA,Data Not Available,Shasta,,,DCC-10004634,CA,Manufacturer - Type 6,Expired,05/06/2022 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031575,CI_Community,"Pure Organic Medicinals, POM420",Pure Organic Medicinals,Pure Organic Medicinals,,Manufacturer - Type 6,PENDING,(707) 477-9750,Jimvattuone@hotmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Lake,,,DCC-10004669,CA,Manufacturer - Type 6,Active,07/12/2026 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031576,CI_Community,Data Not Available,"Purest Usa, LLC","Purest Usa, LLC",,Manufacturer - Type 6,PENDING,(310) 420-9998,Johnschneider22@yahoo.Com,,Not Published,Data Not Available,CA,Data Not Available,San Bernardino,,,DCC-10004793,CA,Manufacturer - Type 6,Active,06/20/2026 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031577,CI_Community,"Greensfer, Midsfactory, Flor, Clear Star",Purple Star Md Collective,Purple Star Md Collective,,Manufacturer - Type 6,PENDING,(415) 550-1515,Sfpurplestar@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,San Francisco,,,DCC-10002057,CA,Manufacturer - Type 6,Expired,03/11/2024 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031578,CI_Community,Qlora Group Inc,Qlora Group Inc,Qlora Group Inc,,Manufacturer - Type 6,PENDING,(707) 334-4200,Donelley.Austria@qloragroup.Com,,Not Published,Data Not Available,CA,Data Not Available,Monterey,,,DCC-10003804,CA,Manufacturer - Type 6,Expired,08/13/2020 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031579,CI_Community,Quality Resources,"Quality Resources, LLC","Quality Resources, LLC",,Manufacturer - Type 6,PENDING,(626) 367-4811,Vince@quality-Resources.Com,,Not Published,Data Not Available,CA,Data Not Available,San Bernardino,,,DCC-10001947,CA,Manufacturer - Type 6,Surrendered,03/10/2020 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031580,CI_Community,Quality Resources,"Quality Resources, LLC","Quality Resources, LLC",,Manufacturer - Type 6,PENDING,(626) 367-4811,Vince@quality-Resources.Com,,Not Published,Data Not Available,CA,Data Not Available,San Bernardino,,,DCC-10003945,CA,Manufacturer - Type 6,Expired,10/29/2022 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031581,CI_Community,"Resonate Blends, LLC",Qvi Inc,Qvi Inc,,Manufacturer - Type 6,PENDING,(707) 480-6061,Data Not Available,,Not Published,Data Not Available,CA,Data Not Available,Sonoma,,,DCC-10004150,CA,Manufacturer - Type 6,Expired,04/10/2024 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031582,CI_Community,QX Ventures LLC,Qx Ventures LLC,Qx Ventures LLC,,Manufacturer - Type 6,PENDING,(650) 235-0866,Lm@wesell.Com,,Not Published,Data Not Available,CA,Data Not Available,San Francisco,,,DCC-10002337,CA,Manufacturer - Type 6,Expired,04/08/2020 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031583,CI_Community,QX Ventures LLC,Qx Ventures LLC,Qx Ventures LLC,,Manufacturer - Type 6,PENDING,(650) 235-0866,Lm@wesell.Com,,Not Published,Data Not Available,CA,Data Not Available,San Francisco,,,DCC-10004410,CA,Manufacturer - Type 6,Expired,11/17/2022 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031584,CI_Community,"R & D ENTERPRISES, LLC.","R & D Enterprises, LLC.","R & D Enterprises, LLC.",,Manufacturer - Type 6,PENDING,(916) 755-6143,Info@grextracts.Com,,Not Published,Data Not Available,CA,Data Not Available,Sacramento,,,DCC-10002481,CA,Manufacturer - Type 6,Expired,04/16/2023 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031585,CI_Community,Rough & Ready Goods,"R & R Goods, Inc.","R & R Goods, Inc.",,Manufacturer - Type 6,PENDING,(415) 484-2646,"Basil@mrgoods.Com, Vision@rnrgoods.Com",,Not Published,Data Not Available,CA,Data Not Available,Nevada,,,DCC-10002918,CA,Manufacturer - Type 6,Expired,04/26/2022 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031586,CI_Community,Root One Botanicals,R1b Enterprises Inc,R1b Enterprises Inc,,Manufacturer - Type 6,PENDING,(707) 230-6229,Jonm@rootonebotanicals.Com,,Not Published,Data Not Available,CA,Data Not Available,Mendocino,,,DCC-10002973,CA,Manufacturer - Type 6,Surrendered,09/14/2023 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031587,CI_Community,Rai Kalpa International Corp,Rai Kalpa International,Rai Kalpa International,,Manufacturer - Type 6,PENDING,(818) 486-1630,Ebenet7@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10004767,CA,Manufacturer - Type 6,Expired,06/02/2023 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031588,CI_Community,Rana Retail Corp.,Rana Manufacturing,Rana Manufacturing,,Manufacturer - Type 6,PENDING,(916) 821-4771,Agoracbusinessservices@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Sacramento,,,DCC-10005032,CA,Manufacturer - Type 6,Expired,06/08/2025 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031589,CI_Community,Data Not Available,Rancho Rd Holdings LLC,Rancho Rd Holdings LLC,,Manufacturer - Type 6,PENDING,(909) 210-6678,Rishi.S.Desai@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,San Bernardino,,,DCC-10003164,CA,Manufacturer - Type 6,Surrendered,05/12/2022 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031590,CI_Community,CHOCOLATE HAUS,Razo Ventures,Razo Ventures,,Manufacturer - Type 6,PENDING,(970) 373-9445,Mikesargesyan@yahoo.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10003145,CA,Manufacturer - Type 6,Active,05/10/2026 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031591,CI_Community,Green Desert Growers,"Rbg Services, Inc.","Rbg Services, Inc.",,Manufacturer - Type 6,PENDING,(310) 877-5698,405raul@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,San Bernardino,,,DCC-10001347,CA,Manufacturer - Type 6,Surrendered,12/12/2025 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031592,CI_Community,The Syndicate Tarzana,Rdc Collective Corp.,Rdc Collective Corp.,,Manufacturer - Type 6,PENDING,(818) 757-0434,Wooyi03@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10003587,CA,Manufacturer - Type 6,Active,06/28/2026 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031593,CI_Community,Mystery Baking Company,"Rds Management And Consulting, LLC","Rds Management And Consulting, LLC",,Manufacturer - Type 6,PENDING,(818) 220-7646,Rdsmandc@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10004751,CA,Manufacturer - Type 6,Expired,05/03/2024 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031594,CI_Community,"Space Camp Industries, OASIS Cannabis Co.",Reaps Company LLC,Reaps Company LLC,,Manufacturer - Type 6,PENDING,(212) 256-1186,Michaelhvrt@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10003223,CA,Manufacturer - Type 6,Expired,05/17/2024 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031595,CI_Community,"Space Camp Industries, OASIS Cannabis Co.",Reaps Company LLC,Reaps Company LLC,,Manufacturer - Type 6,PENDING,(212) 256-1186,Pinkal@joganis.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10004516,CA,Manufacturer - Type 6,Active,02/10/2027 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031596,CI_Community,"REFINED TECHNIQUES, INC.","Refined Techniques, Inc.","Refined Techniques, Inc.",,Manufacturer - Type 6,PENDING,(877) 866-8543,Jingram@margin.Eco,,Not Published,Data Not Available,CA,Data Not Available,Sacramento,,,DCC-10004697,CA,Manufacturer - Type 6,Expired,09/22/2024 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031597,CI_Community,Refined Xtractions,Refined Xtractions,Refined Xtractions,,Manufacturer - Type 6,PENDING,(949) 933-0075,Heidi@refinedxtractions.Com,,Not Published,Data Not Available,CA,Data Not Available,Riverside,,,DCC-10003050,CA,Manufacturer - Type 6,Expired,05/01/2023 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031598,CI_Community,Data Not Available,"Regal Green Remedies, Inc.","Regal Green Remedies, Inc.",,Manufacturer - Type 6,PENDING,(818) 292-1052,Lachmanjonathan@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Kern,,,DCC-10002646,CA,Manufacturer - Type 6,Expired,04/22/2021 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031599,CI_Community,The Resourcery,"Regen West, Inc.","Regen West, Inc.",,Manufacturer - Type 6,PENDING,(111) 111-1111,Mitcho.Thompson@phytomagic.Com,,Not Published,Data Not Available,CA,Data Not Available,Sonoma,,,DCC-10002422,CA,Manufacturer - Type 6,Surrendered,10/21/2019 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031600,CI_Community,The Resourcery,"Regen West, Inc.","Regen West, Inc.",,Manufacturer - Type 6,PENDING,(111) 111-1111,Mitcho.Thompson@phytomagic.Com,,Not Published,Data Not Available,CA,Data Not Available,Sonoma,,,DCC-10004401,CA,Manufacturer - Type 6,Expired,11/03/2025 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031601,CI_Community,Relative Phenomena LLC,Relative Phenomena LLC,Relative Phenomena LLC,,Manufacturer - Type 6,PENDING,(510) 990-2678,Nessa.Le@yahoo.Com,,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,,,DCC-10004787,CA,Manufacturer - Type 6,Expired,06/16/2025 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:N|cat:EXTRACTION_PROCESSING
US-0031602,CI_Community,Beverly Hills Alternative Relief Center,Relief Corp.,Relief Corp.,,Manufacturer - Type 6,PENDING,(310) 721-9113,Dabbssam@yahoo.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10003194,CA,Manufacturer - Type 6,Expired,05/15/2023 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031603,CI_Community,REVELATION EXTRACTS,"Revelation Operating Company I, LLC","Revelation Operating Company I, LLC",,Manufacturer - Type 6,PENDING,(707) 861-9714,Revelationextracts@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Sonoma,,,DCC-10003266,CA,Manufacturer - Type 6,Active,05/22/2026 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031604,CI_Community,Revive Pure Life,"Revive Organics, LLC","Revive Organics, LLC",,Manufacturer - Type 6,PENDING,(530) 802-1624,Jacob@revivepurelife.Com,,Not Published,Data Not Available,CA,Data Not Available,Nevada,,,DCC-10002902,CA,Manufacturer - Type 6,Active,04/26/2027 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031605,CI_Community,Rexford Management LLC,Rexford Management LLC,Rexford Management LLC,,Manufacturer - Type 6,PENDING,(773) 531-1650,Fabian.Hollander@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10003582,CA,Manufacturer - Type 6,Expired,06/28/2022 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031606,CI_Community,Rich Cannabis Co.,Rich Rolling LLC,Rich Rolling LLC,,Manufacturer - Type 6,PENDING,(626) 428-6181,Rjbitar@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Riverside,,,DCC-10003086,CA,Manufacturer - Type 6,Expired,05/03/2020 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031607,CI_Community,"RJRC, LLC","Rjrc, LLC","Rjrc, LLC",,Manufacturer - Type 6,PENDING,(818) 858-4374,Cr250ray@yahoo.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10003344,CA,Manufacturer - Type 6,Revoked,06/11/2025 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031608,CI_Community,"Ronin Industries, LLC","Ronin Industries, LLC","Ronin Industries, LLC",,Manufacturer - Type 6,PENDING,(831) 970-2591,Janet@roningrown.Com,,Not Published,Data Not Available,CA,Data Not Available,Monterey,,,DCC-10004105,CA,Manufacturer - Type 6,Expired,02/25/2023 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031609,CI_Community,Rose Delights,"Rose Los Angeles, LLC","Rose Los Angeles, LLC",,Manufacturer - Type 6,PENDING,(415) 429-3069,"Nathan@roselosangeles.Com, Chris@atribeof.Us",,Not Published,Data Not Available,CA,Data Not Available,San Francisco,,,DCC-10002425,CA,Manufacturer - Type 6,Surrendered,09/06/2023 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031610,CI_Community,Rosette,Rosette Labworks LLC,Rosette Labworks LLC,,Manufacturer - Type 6,PENDING,(707) 834-0834,Harry@rosettewellness.Com,,Not Published,Data Not Available,CA,Data Not Available,Humboldt,,,DCC-10002767,CA,Manufacturer - Type 6,Expired,04/24/2023 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031611,CI_Community,ROUNDERS,"Rounders, LLC","Rounders, LLC",,Manufacturer - Type 6,PENDING,(310) 746-8252,Rounderscanna@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10004656,CA,Manufacturer - Type 6,Surrendered,02/18/2022 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031612,CI_Community,Royal 420,Royal 420,Royal 420,,Manufacturer - Type 6,PENDING,(310) 745-3646,Seanbaroya@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10003565,CA,Manufacturer - Type 6,Expired,06/26/2024 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031613,CI_Community,"RSVP Group, LLC","Rsvp Group, LLC","Rsvp Group, LLC",,Manufacturer - Type 6,PENDING,(269) 547-9268,Gmears@rsvpgroupLLC.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10003470,CA,Manufacturer - Type 6,Expired,06/15/2022 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031614,CI_Community,"S & S Company, LLC","S & S Company, LLC","S & S Company, LLC",,Manufacturer - Type 6,PENDING,(916) 502-3234,Tage@elicitlabs.Com,,Not Published,Data Not Available,CA,Data Not Available,Merced,,,DCC-10004171,CA,Manufacturer - Type 6,Expired,05/05/2021 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031615,CI_Community,NASHA,S&B Water Inc,S&B Water Inc,,Manufacturer - Type 6,PENDING,(707) 601-6238,Sandbwater@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Humboldt,,,DCC-10004342,CA,Manufacturer - Type 6,Expired,09/07/2023 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031616,CI_Community,Data Not Available,"S.A.M.'s Management Venture, LLC","S.A.M.'s Management Venture, LLC",,Manufacturer - Type 6,PENDING,Data Not Available,Stephengar9@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,San Diego,,,DCC-10002356,CA,Manufacturer - Type 6,Revoked,03/25/2020 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031617,CI_Community,SAAVY VENTURES LLC.,Saavy Ventures LLC.,Saavy Ventures LLC.,,Manufacturer - Type 6,PENDING,(858) 531-4702,Anie@saavyventures.Com,,Not Published,Data Not Available,CA,Data Not Available,San Benito,,,DCC-10003973,CA,Manufacturer - Type 6,Expired,11/13/2021 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031618,CI_Community,Saint,Saint Angeles LLC,Saint Angeles LLC,,Manufacturer - Type 6,PENDING,(615) 525-5586,Rahim.Samadian@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10004790,CA,Manufacturer - Type 6,Active,06/17/2026 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031619,CI_Community,THinC Distribution,"San Diego Alternative Care Cooperative, Inc.","San Diego Alternative Care Cooperative, Inc.",,Manufacturer - Type 6,PENDING,(619) 666-3534,Doug@thincindustriesca.Com,,Not Published,Data Not Available,CA,Data Not Available,San Diego,,,DCC-10002273,CA,Manufacturer - Type 6,Surrendered,02/03/2022 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031620,CI_Community,SAN FERNANDO VALLEY PATIENTS COOPERATIVE,San Fernando Valley Patients Cooperative,San Fernando Valley Patients Cooperative,,Manufacturer - Type 6,PENDING,(818) 280-6868,Admin@sfvog.Org,,Not Published,Data Not Available,CA,Data Not Available,Los Angeles,,,DCC-10003406,CA,Manufacturer - Type 6,Expired,06/10/2025 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031621,CI_Community,Sanctuary Manufacturing,Sanctuary Farms LLC,Sanctuary Farms LLC,,Manufacturer - Type 6,PENDING,(530) 277-9743,Ugrowgirlep@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Nevada,,,DCC-10005039,CA,Manufacturer - Type 6,Active,09/30/2026 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031622,CI_Community,"Santa Ana Canna, LLC","Santa Ana Canna, LLC","Santa Ana Canna, LLC",,Manufacturer - Type 6,PENDING,(818) 434-0873,Narek@mcreynoldsLLP.Com,,Not Published,Data Not Available,CA,Data Not Available,Orange,,,DCC-10004849,CA,Manufacturer - Type 6,Revoked,06/30/2024 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031623,CI_Community,Santa Cruz Mountain Tops,Santa Cruz Mountain Tops LLC,Santa Cruz Mountain Tops LLC,,Manufacturer - Type 6,PENDING,(831) 471-7144,Dave@santacruzmountaintops.Com,,Not Published,Data Not Available,CA,Data Not Available,Santa Cruz,,,DCC-10004926,CA,Manufacturer - Type 6,Active,10/03/2026 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031624,CI_Community,Bloom Network,Sc Bloom Network Inc.,Sc Bloom Network Inc.,,Manufacturer - Type 6,PENDING,(415) 650-8015,William@bloomnetwork.Io,,Not Published,Data Not Available,CA,Data Not Available,Santa Cruz,,,DCC-10004220,CA,Manufacturer - Type 6,Active,06/19/2026 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031625,CI_Community,Data Not Available,Sc Hightide LLC,Sc Hightide LLC,,Manufacturer - Type 6,PENDING,(831) 236-8041,Mccahonfloral@mccahonfloral.Net,,Not Published,Data Not Available,CA,Data Not Available,Monterey,,,DCC-10003843,CA,Manufacturer - Type 6,Expired,08/29/2023 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031626,CI_Community,"Schackow Agricultural, INC","Schackow Agricultural, Inc","Schackow Agricultural, Inc",,Manufacturer - Type 6,PENDING,(707) 834-3036,Matt@schaginc.Com,,Not Published,Data Not Available,CA,Data Not Available,Humboldt,,,DCC-10003612,CA,Manufacturer - Type 6,Expired,07/02/2025 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031627,CI_Community,"Complement Cannabis, Sesh For All, Sesh","Sd Realty Ventures Ii, LLC","Sd Realty Ventures Ii, LLC",,Manufacturer - Type 6,PENDING,(619) 840-1260,Krishna@sdrealtygroup.Net,,Not Published,Data Not Available,CA,Data Not Available,San Diego,,,DCC-10003108,CA,Manufacturer - Type 6,Active,05/07/2027 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031628,CI_Community,Se7enLeaf LLC,Se7enleaf LLC,Se7enleaf LLC,,Manufacturer - Type 6,PENDING,(877) 464-6652,Damon@se7enleaf.Com,,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,,,DCC-10002469,CA,Manufacturer - Type 6,Expired,04/16/2025 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:N|cat:EXTRACTION_PROCESSING
US-0031629,CI_Community,Omni Manufacturing,Seaport Manufacturing LLC,Seaport Manufacturing LLC,,Manufacturer - Type 6,PENDING,(833) 781-6502,Johnp@lbsdistribution.Com,,Not Published,Data Not Available,CA,Data Not Available,Yolo,,,DCC-10002874,CA,Manufacturer - Type 6,Active,04/26/2027 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
US-0031630,CI_Community,"Seaside Crafters, LLC",Seaside Crafters LLC,Seaside Crafters LLC,,Manufacturer - Type 6,PENDING,(707) 337-3386,Pretzelogistics@gmail.Com,,Not Published,Data Not Available,CA,Data Not Available,Monterey,,,DCC-10004837,CA,Manufacturer - Type 6,Expired,06/29/2023 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,ci_hash:|sos_searchable:Y|cat:EXTRACTION_PROCESSING
